country,year,population,sex,age, gdp_for_year ($) ,HDI for year,gdp_per_capita ($),generation,suicides/100k pop,suicides_no,region_y,sub-region_y
Italy,2008,3118926.0,male,15-24 years,"2,390,729,163,615",,41935.0,Millenials,5.16,161.0,Europe,Southern Europe
Italy,2008,3640837.0,female,75+ years,"2,390,729,163,615",,41935.0,Silent,4.48,163.0,Europe,Southern Europe
Italy,2008,7058147.0,female,55-74 years,"2,390,729,163,615",,41935.0,Silent,4.43,313.0,Europe,Southern Europe
Italy,2008,9072205.0,female,35-54 years,"2,390,729,163,615",,41935.0,Boomers,3.25,295.0,Europe,Southern Europe
Italy,2008,3960976.0,female,25-34 years,"2,390,729,163,615",,41935.0,Generation X,2.45,97.0,Europe,Southern Europe
Italy,2008,2969403.0,female,15-24 years,"2,390,729,163,615",,41935.0,Millenials,1.21,36.0,Europe,Southern Europe
Italy,2008,2708656.0,female,5-14 years,"2,390,729,163,615",,41935.0,Generation Z,0.11,3.0,Europe,Southern Europe
Italy,2008,2866857.0,male,5-14 years,"2,390,729,163,615",,41935.0,Generation Z,0.07,2.0,Europe,Southern Europe
Italy,2009,2229662.0,male,75+ years,"2,185,160,183,384",,38101.0,Silent,27.58,615.0,Europe,Southern Europe
Italy,2009,6434262.0,male,55-74 years,"2,185,160,183,384",,38101.0,Silent,14.58,938.0,Europe,Southern Europe
Italy,2009,9147783.0,male,35-54 years,"2,185,160,183,384",,38101.0,Boomers,11.57,1058.0,Europe,Southern Europe
Italy,2009,3939821.0,male,25-34 years,"2,185,160,183,384",,38101.0,Generation X,8.43,332.0,Europe,Southern Europe
Italy,2009,3121458.0,male,15-24 years,"2,185,160,183,384",,38101.0,Millenials,4.61,144.0,Europe,Southern Europe
Italy,2009,7103819.0,female,55-74 years,"2,185,160,183,384",,38101.0,Silent,4.07,289.0,Europe,Southern Europe
Italy,2009,3710834.0,female,75+ years,"2,185,160,183,384",,38101.0,Silent,4.02,149.0,Europe,Southern Europe
Italy,2009,9209165.0,female,35-54 years,"2,185,160,183,384",,38101.0,Boomers,3.57,329.0,Europe,Southern Europe
Italy,2009,3872976.0,female,25-34 years,"2,185,160,183,384",,38101.0,Generation X,1.81,70.0,Europe,Southern Europe
Italy,2009,2969603.0,female,15-24 years,"2,185,160,183,384",,38101.0,Millenials,1.41,42.0,Europe,Southern Europe
Italy,2009,2886464.0,male,5-14 years,"2,185,160,183,384",,38101.0,Generation Z,0.21,6.0,Europe,Southern Europe
Italy,2009,2725983.0,female,5-14 years,"2,185,160,183,384",,38101.0,Generation Z,0.07,2.0,Europe,Southern Europe
Italy,2010,2295316.0,male,75+ years,"2,125,058,244,243",0.8690000000000001,36869.0,Silent,25.75,591.0,Europe,Southern Europe
Italy,2010,6491779.0,male,55-74 years,"2,125,058,244,243",0.8690000000000001,36869.0,Silent,14.54,944.0,Europe,Southern Europe
Italy,2010,9238959.0,male,35-54 years,"2,125,058,244,243",0.8690000000000001,36869.0,Generation X,11.88,1098.0,Europe,Southern Europe
Italy,2010,3839282.0,male,25-34 years,"2,125,058,244,243",0.8690000000000001,36869.0,Generation X,8.88,341.0,Europe,Southern Europe
Italy,2010,3116429.0,male,15-24 years,"2,125,058,244,243",0.8690000000000001,36869.0,Millenials,4.62,144.0,Europe,Southern Europe
Italy,2010,3782232.0,female,75+ years,"2,125,058,244,243",0.8690000000000001,36869.0,Silent,4.26,161.0,Europe,Southern Europe
Italy,2010,7158216.0,female,55-74 years,"2,125,058,244,243",0.8690000000000001,36869.0,Silent,4.11,294.0,Europe,Southern Europe
Italy,2010,9323044.0,female,35-54 years,"2,125,058,244,243",0.8690000000000001,36869.0,Generation X,3.13,292.0,Europe,Southern Europe
Italy,2010,3781490.0,female,25-34 years,"2,125,058,244,243",0.8690000000000001,36869.0,Generation X,2.17,82.0,Europe,Southern Europe
Italy,2010,2961065.0,female,15-24 years,"2,125,058,244,243",0.8690000000000001,36869.0,Millenials,1.05,31.0,Europe,Southern Europe
Italy,2010,2906335.0,male,5-14 years,"2,125,058,244,243",0.8690000000000001,36869.0,Generation Z,0.34,10.0,Europe,Southern Europe
Italy,2010,2743696.0,female,5-14 years,"2,125,058,244,243",0.8690000000000001,36869.0,Generation Z,0.04,1.0,Europe,Southern Europe
Italy,2011,2321431.0,male,75+ years,"2,276,292,404,601",0.873,40210.0,Silent,28.6,664.0,Europe,Southern Europe
Italy,2011,6475532.0,male,55-74 years,"2,276,292,404,601",0.873,40210.0,Boomers,15.44,1000.0,Europe,Southern Europe
Italy,2011,9024678.0,male,35-54 years,"2,276,292,404,601",0.873,40210.0,Generation X,12.6,1137.0,Europe,Southern Europe
Italy,2011,3578660.0,male,25-34 years,"2,276,292,404,601",0.873,40210.0,Millenials,8.83,316.0,Europe,Southern Europe
Italy,2011,3033825.0,male,15-24 years,"2,276,292,404,601",0.873,40210.0,Millenials,5.57,169.0,Europe,Southern Europe
Italy,2011,3786565.0,female,75+ years,"2,276,292,404,601",0.873,40210.0,Silent,4.28,162.0,Europe,Southern Europe
Italy,2011,7136949.0,female,55-74 years,"2,276,292,404,601",0.873,40210.0,Boomers,4.12,294.0,Europe,Southern Europe
Italy,2011,9218793.0,female,35-54 years,"2,276,292,404,601",0.873,40210.0,Generation X,3.29,303.0,Europe,Southern Europe
Italy,2011,3576333.0,female,25-34 years,"2,276,292,404,601",0.873,40210.0,Millenials,1.65,59.0,Europe,Southern Europe
Italy,2011,2887985.0,female,15-24 years,"2,276,292,404,601",0.873,40210.0,Millenials,1.49,43.0,Europe,Southern Europe
Italy,2011,2864380.0,male,5-14 years,"2,276,292,404,601",0.873,40210.0,Generation Z,0.14,4.0,Europe,Southern Europe
Italy,2011,2705018.0,female,5-14 years,"2,276,292,404,601",0.873,40210.0,Generation Z,0.07,2.0,Europe,Southern Europe
Italy,2012,2382354.0,male,75+ years,"2,072,823,157,060",0.872,36497.0,Silent,25.35,604.0,Europe,Southern Europe
Italy,2012,6523579.0,male,55-74 years,"2,072,823,157,060",0.872,36497.0,Boomers,15.22,993.0,Europe,Southern Europe
Italy,2012,9068194.0,male,35-54 years,"2,072,823,157,060",0.872,36497.0,Generation X,13.4,1215.0,Europe,Southern Europe
Italy,2012,3519920.0,male,25-34 years,"2,072,823,157,060",0.872,36497.0,Millenials,9.35,329.0,Europe,Southern Europe
Italy,2012,3031610.0,male,15-24 years,"2,072,823,157,060",0.872,36497.0,Millenials,5.9,179.0,Europe,Southern Europe
Italy,2012,3849653.0,female,75+ years,"2,072,823,157,060",0.872,36497.0,Silent,4.55,175.0,Europe,Southern Europe
Italy,2012,7188550.0,female,55-74 years,"2,072,823,157,060",0.872,36497.0,Boomers,4.41,317.0,Europe,Southern Europe
Italy,2012,9251393.0,female,35-54 years,"2,072,823,157,060",0.872,36497.0,Generation X,3.51,325.0,Europe,Southern Europe
Italy,2012,3504130.0,female,25-34 years,"2,072,823,157,060",0.872,36497.0,Millenials,1.94,68.0,Europe,Southern Europe
Italy,2012,2883565.0,female,15-24 years,"2,072,823,157,060",0.872,36497.0,Millenials,1.53,44.0,Europe,Southern Europe
Italy,2012,2718455.0,female,5-14 years,"2,072,823,157,060",0.872,36497.0,Generation Z,0.15,4.0,Europe,Southern Europe
Italy,2012,2873682.0,male,5-14 years,"2,072,823,157,060",0.872,36497.0,Generation Z,0.14,4.0,Europe,Southern Europe
Italy,2013,2471260.0,male,75+ years,"2,130,491,320,659",0.873,37050.0,Silent,25.29,625.0,Europe,Southern Europe
Italy,2013,6636981.0,male,55-74 years,"2,130,491,320,659",0.873,37050.0,Boomers,15.65,1039.0,Europe,Southern Europe
Italy,2013,9207071.0,male,35-54 years,"2,130,491,320,659",0.873,37050.0,Generation X,12.62,1162.0,Europe,Southern Europe
Italy,2013,3500820.0,male,25-34 years,"2,130,491,320,659",0.873,37050.0,Millenials,9.77,342.0,Europe,Southern Europe
Italy,2013,3051918.0,male,15-24 years,"2,130,491,320,659",0.873,37050.0,Millenials,4.82,147.0,Europe,Southern Europe
Italy,2013,3943123.0,female,75+ years,"2,130,491,320,659",0.873,37050.0,Silent,4.59,181.0,Europe,Southern Europe
Italy,2013,7290449.0,female,55-74 years,"2,130,491,320,659",0.873,37050.0,Boomers,4.57,333.0,Europe,Southern Europe
Italy,2013,9372465.0,female,35-54 years,"2,130,491,320,659",0.873,37050.0,Generation X,3.57,335.0,Europe,Southern Europe
Italy,2013,3469280.0,female,25-34 years,"2,130,491,320,659",0.873,37050.0,Millenials,1.9,66.0,Europe,Southern Europe
Italy,2013,2892351.0,female,15-24 years,"2,130,491,320,659",0.873,37050.0,Millenials,1.69,49.0,Europe,Southern Europe
Italy,2013,2915569.0,male,5-14 years,"2,130,491,320,659",0.873,37050.0,Generation Z,0.24,7.0,Europe,Southern Europe
Italy,2013,2752044.0,female,5-14 years,"2,130,491,320,659",0.873,37050.0,Generation Z,0.15,4.0,Europe,Southern Europe
Italy,2014,2566489.0,male,75+ years,"2,151,732,868,243",0.873,37035.0,Silent,26.11,670.0,Europe,Southern Europe
Italy,2014,6738488.0,male,55-74 years,"2,151,732,868,243",0.873,37035.0,Boomers,14.05,947.0,Europe,Southern Europe
Italy,2014,9296191.0,male,35-54 years,"2,151,732,868,243",0.873,37035.0,Generation X,12.08,1123.0,Europe,Southern Europe
Italy,2014,3494152.0,male,25-34 years,"2,151,732,868,243",0.873,37035.0,Millenials,8.59,300.0,Europe,Southern Europe
Italy,2014,3066963.0,male,15-24 years,"2,151,732,868,243",0.873,37035.0,Millenials,5.54,170.0,Europe,Southern Europe
Italy,2014,9446533.0,female,35-54 years,"2,151,732,868,243",0.873,37035.0,Generation X,3.93,371.0,Europe,Southern Europe
Italy,2014,4042740.0,female,75+ years,"2,151,732,868,243",0.873,37035.0,Silent,3.91,158.0,Europe,Southern Europe
Italy,2014,7381373.0,female,55-74 years,"2,151,732,868,243",0.873,37035.0,Boomers,3.73,275.0,Europe,Southern Europe
Italy,2014,3445649.0,female,25-34 years,"2,151,732,868,243",0.873,37035.0,Millenials,2.18,75.0,Europe,Southern Europe
Italy,2014,2894944.0,female,15-24 years,"2,151,732,868,243",0.873,37035.0,Millenials,1.59,46.0,Europe,Southern Europe
Italy,2014,2778922.0,female,5-14 years,"2,151,732,868,243",0.873,37035.0,Generation Z,0.25,7.0,Europe,Southern Europe
Italy,2014,2948232.0,male,5-14 years,"2,151,732,868,243",0.873,37035.0,Generation Z,0.17,5.0,Europe,Southern Europe
Italy,2015,2646587.0,male,75+ years,"1,832,868,490,534",,31537.0,Silent,25.28,669.0,Europe,Southern Europe
Italy,2015,6795801.0,male,55-74 years,"1,832,868,490,534",,31537.0,Boomers,13.74,934.0,Europe,Southern Europe
Italy,2015,9239883.0,male,35-54 years,"1,832,868,490,534",,31537.0,Generation X,11.5,1063.0,Europe,Southern Europe
Italy,2015,3451808.0,male,25-34 years,"1,832,868,490,534",,31537.0,Millenials,7.85,271.0,Europe,Southern Europe
Italy,2015,3057509.0,male,15-24 years,"1,832,868,490,534",,31537.0,Millenials,5.27,161.0,Europe,Southern Europe
Italy,2015,7434895.0,female,55-74 years,"1,832,868,490,534",,31537.0,Boomers,4.08,303.0,Europe,Southern Europe
Italy,2015,4115435.0,female,75+ years,"1,832,868,490,534",,31537.0,Silent,3.79,156.0,Europe,Southern Europe
Italy,2015,9386928.0,female,35-54 years,"1,832,868,490,534",,31537.0,Generation X,3.41,320.0,Europe,Southern Europe
Italy,2015,3394610.0,female,25-34 years,"1,832,868,490,534",,31537.0,Millenials,1.89,64.0,Europe,Southern Europe
Italy,2015,2874645.0,female,15-24 years,"1,832,868,490,534",,31537.0,Millenials,1.18,34.0,Europe,Southern Europe
Italy,2015,2944182.0,male,5-14 years,"1,832,868,490,534",,31537.0,Generation Z,0.24,7.0,Europe,Southern Europe
Italy,2015,2775414.0,female,5-14 years,"1,832,868,490,534",,31537.0,Generation Z,0.22,6.0,Europe,Southern Europe
Italy,1985,4613300.0,female,15-24 years,,,,,,60.0,Europe,Southern Europe
Italy,1985,3946700.0,female,25-34 years,,,,,,106.0,Europe,Southern Europe
Italy,1985,7478700.0,female,35-54 years,,,,,,382.0,Europe,Southern Europe
Italy,1985,3898700.0,female,5-14 years,,,,,,5.0,Europe,Southern Europe
Italy,1985,6003500.0,female,55-74 years,,,,,,596.0,Europe,Southern Europe
Italy,1985,1961500.0,female,75+ years,,,,,,239.0,Europe,Southern Europe
Italy,1985,4770000.0,male,15-24 years,,,,,,249.0,Europe,Southern Europe
Italy,1985,3973800.0,male,25-34 years,,,,,,361.0,Europe,Southern Europe
Italy,1985,7267900.0,male,35-54 years,,,,,,902.0,Europe,Southern Europe
Italy,1985,4101400.0,male,5-14 years,,,,,,10.0,Europe,Southern Europe
Italy,1985,4991500.0,male,55-74 years,,,,,,1307.0,Europe,Southern Europe
Italy,1985,1107700.0,male,75+ years,,,,,,542.0,Europe,Southern Europe
Italy,1986,4637000.0,female,15-24 years,,,,,,72.0,Europe,Southern Europe
Italy,1986,4009600.0,female,25-34 years,,,,,,97.0,Europe,Southern Europe
Italy,1986,7477000.0,female,35-54 years,,,,,,397.0,Europe,Southern Europe
Italy,1986,3766700.0,female,5-14 years,,,,,,3.0,Europe,Southern Europe
Italy,1986,6059000.0,female,55-74 years,,,,,,582.0,Europe,Southern Europe
Italy,1986,2035300.0,female,75+ years,,,,,,247.0,Europe,Southern Europe
Italy,1986,4797900.0,male,15-24 years,,,,,,237.0,Europe,Southern Europe
Italy,1986,4047500.0,male,25-34 years,,,,,,380.0,Europe,Southern Europe
Italy,1986,7275300.0,male,35-54 years,,,,,,929.0,Europe,Southern Europe
Italy,1986,3963900.0,male,5-14 years,,,,,,15.0,Europe,Southern Europe
Italy,1986,5048400.0,male,55-74 years,,,,,,1164.0,Europe,Southern Europe
Italy,1986,1149900.0,male,75+ years,,,,,,568.0,Europe,Southern Europe
Italy,2015,2874645.0,female,15-24 years,,,,,,34.0,Europe,Southern Europe
Italy,2015,3394610.0,female,25-34 years,,,,,,64.0,Europe,Southern Europe
Italy,2015,9386928.0,female,35-54 years,,,,,,320.0,Europe,Southern Europe
Italy,2015,2775414.0,female,5-14 years,,,,,,6.0,Europe,Southern Europe
Italy,2015,7434895.0,female,55-74 years,,,,,,303.0,Europe,Southern Europe
Italy,2015,4115435.0,female,75+ years,,,,,,156.0,Europe,Southern Europe
Italy,2015,3057509.0,male,15-24 years,,,,,,161.0,Europe,Southern Europe
Italy,2015,3451808.0,male,25-34 years,,,,,,271.0,Europe,Southern Europe
Italy,2015,9239883.0,male,35-54 years,,,,,,1063.0,Europe,Southern Europe
Italy,2015,2944182.0,male,5-14 years,,,,,,7.0,Europe,Southern Europe
Italy,2015,6795801.0,male,55-74 years,,,,,,934.0,Europe,Southern Europe
Italy,2015,2646587.0,male,75+ years,,,,,,669.0,Europe,Southern Europe
Jamaica,1985,29000.0,male,75+ years,"2,100,223,150",0.65,1032.0,G.I. Generation,3.45,1.0,Americas,Latin America and the Caribbean
Jamaica,1985,38000.0,female,75+ years,"2,100,223,150",0.65,1032.0,G.I. Generation,2.63,1.0,Americas,Latin America and the Caribbean
Jamaica,1985,259000.0,male,15-24 years,"2,100,223,150",0.65,1032.0,Generation X,1.16,3.0,Americas,Latin America and the Caribbean
Jamaica,1985,156000.0,male,25-34 years,"2,100,223,150",0.65,1032.0,Boomers,0.64,1.0,Americas,Latin America and the Caribbean
Jamaica,1985,169000.0,male,35-54 years,"2,100,223,150",0.65,1032.0,Silent,0.59,1.0,Americas,Latin America and the Caribbean
Jamaica,1985,176000.0,female,35-54 years,"2,100,223,150",0.65,1032.0,Silent,0.57,1.0,Americas,Latin America and the Caribbean
Jamaica,1985,263000.0,female,15-24 years,"2,100,223,150",0.65,1032.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1985,164000.0,female,25-34 years,"2,100,223,150",0.65,1032.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1985,279000.0,female,5-14 years,"2,100,223,150",0.65,1032.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1985,110000.0,female,55-74 years,"2,100,223,150",0.65,1032.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1985,291000.0,male,5-14 years,"2,100,223,150",0.65,1032.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1985,101000.0,male,55-74 years,"2,100,223,150",0.65,1032.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1986,175544.0,male,35-54 years,"2,754,566,176",,1342.0,Silent,0.57,1.0,Americas,Latin America and the Caribbean
Jamaica,1986,255762.0,female,15-24 years,"2,754,566,176",,1342.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1986,170678.0,female,25-34 years,"2,754,566,176",,1342.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1986,184127.0,female,35-54 years,"2,754,566,176",,1342.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1986,272073.0,female,5-14 years,"2,754,566,176",,1342.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1986,114989.0,female,55-74 years,"2,754,566,176",,1342.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1986,40712.0,female,75+ years,"2,754,566,176",,1342.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1986,256512.0,male,15-24 years,"2,754,566,176",,1342.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1986,164654.0,male,25-34 years,"2,754,566,176",,1342.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1986,281022.0,male,5-14 years,"2,754,566,176",,1342.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1986,105230.0,male,55-74 years,"2,754,566,176",,1342.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1986,31228.0,male,75+ years,"2,754,566,176",,1342.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1987,106214.0,male,55-74 years,"3,286,987,552",,1587.0,G.I. Generation,3.77,4.0,Americas,Latin America and the Caribbean
Jamaica,1987,255648.0,male,15-24 years,"3,286,987,552",,1587.0,Generation X,1.96,5.0,Americas,Latin America and the Caribbean
Jamaica,1987,170248.0,male,25-34 years,"3,286,987,552",,1587.0,Boomers,0.59,1.0,Americas,Latin America and the Caribbean
Jamaica,1987,177282.0,female,25-34 years,"3,286,987,552",,1587.0,Boomers,0.56,1.0,Americas,Latin America and the Caribbean
Jamaica,1987,187389.0,female,35-54 years,"3,286,987,552",,1587.0,Silent,0.53,1.0,Americas,Latin America and the Caribbean
Jamaica,1987,270343.0,female,5-14 years,"3,286,987,552",,1587.0,Generation X,0.37,1.0,Americas,Latin America and the Caribbean
Jamaica,1987,255517.0,female,15-24 years,"3,286,987,552",,1587.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1987,116815.0,female,55-74 years,"3,286,987,552",,1587.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1987,41941.0,female,75+ years,"3,286,987,552",,1587.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1987,179252.0,male,35-54 years,"3,286,987,552",,1587.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1987,277969.0,male,5-14 years,"3,286,987,552",,1587.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1987,32142.0,male,75+ years,"3,286,987,552",,1587.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1988,43076.0,female,75+ years,"3,828,310,735",,1831.0,G.I. Generation,2.32,1.0,Americas,Latin America and the Caribbean
Jamaica,1988,254088.0,male,15-24 years,"3,828,310,735",,1831.0,Generation X,0.79,2.0,Americas,Latin America and the Caribbean
Jamaica,1988,183306.0,male,35-54 years,"3,828,310,735",,1831.0,Silent,0.55,1.0,Americas,Latin America and the Caribbean
Jamaica,1988,183521.0,female,25-34 years,"3,828,310,735",,1831.0,Boomers,0.54,1.0,Americas,Latin America and the Caribbean
Jamaica,1988,254647.0,female,15-24 years,"3,828,310,735",,1831.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1988,191119.0,female,35-54 years,"3,828,310,735",,1831.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1988,270202.0,female,5-14 years,"3,828,310,735",,1831.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1988,118738.0,female,55-74 years,"3,828,310,735",,1831.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1988,175163.0,male,25-34 years,"3,828,310,735",,1831.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1988,276524.0,male,5-14 years,"3,828,310,735",,1831.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1988,107366.0,male,55-74 years,"3,828,310,735",,1831.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1988,32853.0,male,75+ years,"3,828,310,735",,1831.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1989,253081.0,female,15-24 years,"4,404,970,059",,2087.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1989,188945.0,female,25-34 years,"4,404,970,059",,2087.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1989,195416.0,female,35-54 years,"4,404,970,059",,2087.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1989,271221.0,female,5-14 years,"4,404,970,059",,2087.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1989,120614.0,female,55-74 years,"4,404,970,059",,2087.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1989,44116.0,female,75+ years,"4,404,970,059",,2087.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1989,251905.0,male,15-24 years,"4,404,970,059",,2087.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1989,179236.0,male,25-34 years,"4,404,970,059",,2087.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1989,187930.0,male,35-54 years,"4,404,970,059",,2087.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1989,276496.0,male,5-14 years,"4,404,970,059",,2087.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1989,108715.0,male,55-74 years,"4,404,970,059",,2087.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1989,33364.0,male,75+ years,"4,404,970,059",,2087.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1990,249414.0,male,15-24 years,"4,592,224,067",0.6709999999999999,2155.0,Generation X,0.8,2.0,Americas,Latin America and the Caribbean
Jamaica,1990,193270.0,male,35-54 years,"4,592,224,067",0.6709999999999999,2155.0,Silent,0.52,1.0,Americas,Latin America and the Caribbean
Jamaica,1990,251027.0,female,15-24 years,"4,592,224,067",0.6709999999999999,2155.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1990,193286.0,female,25-34 years,"4,592,224,067",0.6709999999999999,2155.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1990,200357.0,female,35-54 years,"4,592,224,067",0.6709999999999999,2155.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1990,272608.0,female,5-14 years,"4,592,224,067",0.6709999999999999,2155.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1990,122353.0,female,55-74 years,"4,592,224,067",0.6709999999999999,2155.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1990,45109.0,female,75+ years,"4,592,224,067",0.6709999999999999,2155.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1990,182411.0,male,25-34 years,"4,592,224,067",0.6709999999999999,2155.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1990,277197.0,male,5-14 years,"4,592,224,067",0.6709999999999999,2155.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1990,110297.0,male,55-74 years,"4,592,224,067",0.6709999999999999,2155.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1990,33712.0,male,75+ years,"4,592,224,067",0.6709999999999999,2155.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1991,111020.0,male,55-74 years,"4,071,219,198",,1889.0,Silent,0.9,1.0,Americas,Latin America and the Caribbean
Jamaica,1991,250172.0,female,15-24 years,"4,071,219,198",,1889.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1991,198469.0,female,25-34 years,"4,071,219,198",,1889.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1991,206513.0,female,35-54 years,"4,071,219,198",,1889.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1991,273692.0,female,5-14 years,"4,071,219,198",,1889.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1991,122107.0,female,55-74 years,"4,071,219,198",,1889.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1991,46188.0,female,75+ years,"4,071,219,198",,1889.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1991,248267.0,male,15-24 years,"4,071,219,198",,1889.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1991,186878.0,male,25-34 years,"4,071,219,198",,1889.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1991,199165.0,male,35-54 years,"4,071,219,198",,1889.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1991,277834.0,male,5-14 years,"4,071,219,198",,1889.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,1991,34530.0,male,75+ years,"4,071,219,198",,1889.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,2000,271965.0,male,35-54 years,"8,985,352,832",0.7,3795.0,Boomers,0.74,2.0,Americas,Latin America and the Caribbean
Jamaica,2000,237231.0,male,15-24 years,"8,985,352,832",0.7,3795.0,Generation X,0.42,1.0,Americas,Latin America and the Caribbean
Jamaica,2000,240410.0,female,15-24 years,"8,985,352,832",0.7,3795.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,2000,216103.0,female,25-34 years,"8,985,352,832",0.7,3795.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,2000,274223.0,female,35-54 years,"8,985,352,832",0.7,3795.0,Boomers,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,2000,278234.0,female,5-14 years,"8,985,352,832",0.7,3795.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,2000,135178.0,female,55-74 years,"8,985,352,832",0.7,3795.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,2000,51452.0,female,75+ years,"8,985,352,832",0.7,3795.0,G.I. Generation,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,2000,207719.0,male,25-34 years,"8,985,352,832",0.7,3795.0,Generation X,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,2000,286276.0,male,5-14 years,"8,985,352,832",0.7,3795.0,Millenials,0.0,0.0,Americas,Latin America and the Caribbean
Jamaica,2000,127971.0,male,55-74 years,"8,985,352,832",0.7,3795.0,Silent,0.0,0.0,Americas,Latin America and the Caribbean
