 gdp_for_year ($) ,HDI for year,age,country,gdp_per_capita ($),generation,population,sex,suicides/100k pop,suicides_no,year
"4,887,519,660,745",0.857,35-54 years,Japan,40813,Boomers,17380248,female,12.5,2172,2000
"4,887,519,660,745",0.857,25-34 years,Japan,40813,Generation X,8975013,female,11.44,1027,2000
"4,887,519,660,745",0.857,15-24 years,Japan,40813,Generation X,7669997,female,6.92,531,2000
"4,887,519,660,745",0.857,5-14 years,Japan,40813,Millenials,6401260,male,0.91,58,2000
"4,887,519,660,745",0.857,5-14 years,Japan,40813,Millenials,6090721,female,0.26,16,2000
"4,303,544,259,843",,55-74 years,Japan,35843,Silent,14064000,male,54.68,7690,2001
"4,303,544,259,843",,75+ years,Japan,35843,Silent,3404000,male,49.71,1692,2001
"4,303,544,259,843",,35-54 years,Japan,35843,Boomers,17516000,male,45.18,7913,2001
"4,303,544,259,843",,75+ years,Japan,35843,Silent,6095000,female,27.71,1689,2001
"4,303,544,259,843",,25-34 years,Japan,35843,Generation X,9466000,male,25.23,2388,2001
"4,303,544,259,843",,55-74 years,Japan,35843,Silent,15379000,female,18.66,2870,2001
"4,303,544,259,843",,15-24 years,Japan,35843,Millenials,7856000,male,14.59,1146,2001
"4,303,544,259,843",,35-54 years,Japan,35843,Boomers,17363000,female,12.37,2148,2001
"4,303,544,259,843",,25-34 years,Japan,35843,Generation X,9178000,female,11.04,1013,2001
"4,303,544,259,843",,15-24 years,Japan,35843,Millenials,7460000,female,7,522,2001
"4,303,544,259,843",,5-14 years,Japan,35843,Millenials,6295000,male,0.62,39,2001
"4,303,544,259,843",,5-14 years,Japan,35843,Millenials,5990000,female,0.37,22,2001
"4,115,116,279,070",,55-74 years,Japan,34239,Silent,14446000,male,55.07,7956,2002
"4,115,116,279,070",,35-54 years,Japan,34239,Boomers,17249000,male,47.55,8202,2002
"4,115,116,279,070",,75+ years,Japan,34239,Silent,3621000,male,47.2,1709,2002
"4,115,116,279,070",,75+ years,Japan,34239,Silent,6387000,female,26.05,1664,2002
"4,115,116,279,070",,25-34 years,Japan,34239,Generation X,9406000,male,25.98,2444,2002
"4,115,116,279,070",,55-74 years,Japan,34239,Silent,15754000,female,18.53,2919,2002
"4,115,116,279,070",,15-24 years,Japan,34239,Millenials,7671000,male,14.74,1131,2002
"4,115,116,279,070",,35-54 years,Japan,34239,Boomers,17125000,female,12.77,2187,2002
"4,115,116,279,070",,25-34 years,Japan,34239,Generation X,9124000,female,11.01,1005,2002
"4,115,116,279,070",,15-24 years,Japan,34239,Millenials,7274000,female,6.34,461,2002
"4,115,116,279,070",,5-14 years,Japan,34239,Millenials,6215000,male,0.4,25,2002
"4,115,116,279,070",,5-14 years,Japan,34239,Millenials,5917000,female,0.2,12,2002
"4,445,658,071,222",,55-74 years,Japan,36926,Silent,14889000,male,56.48,8409,2003
"4,445,658,071,222",,35-54 years,Japan,36926,Boomers,16966000,male,52.74,8948,2003
"4,445,658,071,222",,75+ years,Japan,36926,Silent,3835000,male,45.19,1733,2003
"4,445,658,071,222",,25-34 years,Japan,36926,Generation X,9349000,male,31.13,2910,2003
"4,445,658,071,222",,75+ years,Japan,36926,Silent,6676000,female,24.61,1643,2003
"4,445,658,071,222",,55-74 years,Japan,36926,Silent,16200000,female,19.14,3100,2003
"4,445,658,071,222",,15-24 years,Japan,36926,Millenials,7483000,male,15.48,1158,2003
"4,445,658,071,222",,35-54 years,Japan,36926,Boomers,16840000,female,13.22,2227,2003
"4,445,658,071,222",,25-34 years,Japan,36926,Generation X,9059000,female,12.5,1132,2003
"4,445,658,071,222",,15-24 years,Japan,36926,Millenials,7089000,female,7.84,556,2003
"4,445,658,071,222",,5-14 years,Japan,36926,Millenials,5858000,female,0.56,33,2003
"4,445,658,071,222",,5-14 years,Japan,36926,Millenials,6151000,male,0.52,32,2003
"4,815,148,854,362",,55-74 years,Japan,39960,Silent,15316000,male,51.55,7895,2004
"4,815,148,854,362",,35-54 years,Japan,39960,Boomers,16685000,male,48.28,8056,2004
"4,815,148,854,362",,75+ years,Japan,39960,Silent,4056000,male,46.25,1876,2004
"4,815,148,854,362",,25-34 years,Japan,39960,Generation X,9241000,male,28.97,2677,2004
"4,815,148,854,362",,75+ years,Japan,39960,Silent,6977000,female,22.86,1595,2004
"4,815,148,854,362",,55-74 years,Japan,39960,Silent,16631000,female,17.68,2941,2004
"4,815,148,854,362",,15-24 years,Japan,39960,Millenials,7289000,male,16.92,1233,2004
"4,815,148,854,362",,35-54 years,Japan,39960,Boomers,16564000,female,12.35,2045,2004
"4,815,148,854,362",,25-34 years,Japan,39960,Generation X,8932000,female,12.18,1088,2004
"4,815,148,854,362",,15-24 years,Japan,39960,Millenials,6905000,female,8.39,579,2004
"4,815,148,854,362",,5-14 years,Japan,39960,Millenials,6097000,male,0.44,27,2004
"4,815,148,854,362",,5-14 years,Japan,39960,Millenials,5807000,female,0.38,22,2004
"4,755,410,630,912",0.874,55-74 years,Japan,39412,Silent,15797130,male,50.67,8005,2005
"4,755,410,630,912",0.874,35-54 years,Japan,39412,Boomers,16566953,male,48.73,8073,2005
"4,755,410,630,912",0.874,75+ years,Japan,39412,Silent,4288706,male,43.32,1858,2005
"4,755,410,630,912",0.874,25-34 years,Japan,39412,Generation X,8984855,male,31.85,2862,2005
"4,755,410,630,912",0.874,75+ years,Japan,39412,Silent,7307828,female,21.89,1600,2005
"4,755,410,630,912",0.874,15-24 years,Japan,39412,Millenials,7043709,male,17.65,1243,2005
"4,755,410,630,912",0.874,55-74 years,Japan,39412,Silent,17011318,female,16.38,2786,2005
"4,755,410,630,912",0.874,25-34 years,Japan,39412,Generation X,8705334,female,13.1,1140,2005
"4,755,410,630,912",0.874,35-54 years,Japan,39412,Boomers,16388567,female,12.9,2114,2005
"4,755,410,630,912",0.874,15-24 years,Japan,39412,Millenials,6672938,female,9.64,643,2005
"4,755,410,630,912",0.874,5-14 years,Japan,39412,Millenials,6095375,male,0.48,29,2005
"4,755,410,630,912",0.874,5-14 years,Japan,39412,Millenials,5794794,female,0.28,16,2005
"4,530,377,224,970",,55-74 years,Japan,37534,Silent,16002000,male,49.5,7921,2006
"4,530,377,224,970",,35-54 years,Japan,37534,Boomers,16519000,male,45.01,7436,2006
"4,530,377,224,970",,75+ years,Japan,37534,Silent,4512000,male,43.11,1945,2006
"4,530,377,224,970",,25-34 years,Japan,37534,Generation X,8758000,male,30.45,2667,2006
"4,530,377,224,970",,75+ years,Japan,37534,Silent,7608000,female,21.54,1639,2006
"4,530,377,224,970",,15-24 years,Japan,37534,Millenials,6916000,male,18.18,1257,2006
"4,530,377,224,970",,55-74 years,Japan,37534,Silent,17213000,female,16.65,2866,2006
"4,530,377,224,970",,35-54 years,Japan,37534,Boomers,16320000,female,13.44,2193,2006
"4,530,377,224,970",,25-34 years,Japan,37534,Generation X,8473000,female,13.37,1133,2006
"4,530,377,224,970",,15-24 years,Japan,37534,Millenials,6548000,female,9.7,635,2006
"4,530,377,224,970",,5-14 years,Japan,37534,Millenials,6066000,male,0.94,57,2006
"4,530,377,224,970",,5-14 years,Japan,37534,Millenials,5767000,female,0.35,20,2006
"4,515,264,514,431",,55-74 years,Japan,37408,Silent,16130000,male,50.74,8184,2007
"4,515,264,514,431",,75+ years,Japan,37408,Silent,4744000,male,46.48,2205,2007
"4,515,264,514,431",,35-54 years,Japan,37408,Boomers,16557000,male,45.9,7599,2007
"4,515,264,514,431",,25-34 years,Japan,37408,Generation X,8501000,male,30.54,2596,2007
"4,515,264,514,431",,75+ years,Japan,37408,Silent,7913000,female,21.37,1691,2007
"4,515,264,514,431",,15-24 years,Japan,37408,Millenials,6795000,male,18.43,1252,2007
"4,515,264,514,431",,55-74 years,Japan,37408,Silent,17338000,female,17.93,3108,2007
"4,515,264,514,431",,35-54 years,Japan,37408,Boomers,16325000,female,14.11,2303,2007
"4,515,264,514,431",,25-34 years,Japan,37408,Generation X,8212000,female,13.2,1084,2007
"4,515,264,514,431",,15-24 years,Japan,37408,Millenials,6430000,female,9.27,596,2007
"4,515,264,514,431",,5-14 years,Japan,37408,Generation Z,6027000,male,0.51,31,2007
"4,515,264,514,431",,5-14 years,Japan,37408,Generation Z,5732000,female,0.28,16,2007
"5,037,908,465,114",,55-74 years,Japan,41773,Silent,16197000,male,48.74,7894,2008
"5,037,908,465,114",,35-54 years,Japan,41773,Boomers,16657000,male,44.09,7344,2008
"5,037,908,465,114",,75+ years,Japan,41773,Silent,4965000,male,42.94,2132,2008
"5,037,908,465,114",,25-34 years,Japan,41773,Generation X,8234000,male,32.2,2651,2008
"5,037,908,465,114",,75+ years,Japan,41773,Silent,8207000,female,20.39,1673,2008
"5,037,908,465,114",,15-24 years,Japan,41773,Millenials,6650000,male,20.2,1343,2008
"5,037,908,465,114",,55-74 years,Japan,41773,Silent,17395000,female,16.59,2885,2008
"5,037,908,465,114",,25-34 years,Japan,41773,Generation X,7933000,female,15.16,1203,2008
"5,037,908,465,114",,35-54 years,Japan,41773,Boomers,16400000,female,13.64,2237,2008
"5,037,908,465,114",,15-24 years,Japan,41773,Millenials,6293000,female,10.36,652,2008
"5,037,908,465,114",,5-14 years,Japan,41773,Generation Z,5982000,male,0.69,41,2008
"5,037,908,465,114",,5-14 years,Japan,41773,Generation Z,5689000,female,0.32,18,2008
"5,231,382,674,594",,55-74 years,Japan,43415,Silent,16224000,male,49.2,7983,2009
"5,231,382,674,594",,35-54 years,Japan,43415,Boomers,16796000,male,46.43,7799,2009
"5,231,382,674,594",,75+ years,Japan,43415,Silent,5174000,male,42.83,2216,2009
"5,231,382,674,594",,25-34 years,Japan,43415,Generation X,7987000,male,33.27,2657,2009
"5,231,382,674,594",,15-24 years,Japan,43415,Millenials,6514000,male,20.36,1326,2009
"5,231,382,674,594",,75+ years,Japan,43415,Silent,8488000,female,19.43,1649,2009
"5,231,382,674,594",,55-74 years,Japan,43415,Silent,17413000,female,16.19,2820,2009
"5,231,382,674,594",,25-34 years,Japan,43415,Generation X,7679000,female,14.13,1085,2009
"5,231,382,674,594",,35-54 years,Japan,43415,Boomers,16517000,female,14.09,2328,2009
"5,231,382,674,594",,15-24 years,Japan,43415,Millenials,6163000,female,9.82,605,2009
"5,231,382,674,594",,5-14 years,Japan,43415,Generation Z,5914000,male,0.57,34,2009
"5,231,382,674,594",,5-14 years,Japan,43415,Generation Z,5627000,female,0.37,21,2009
"5,700,098,114,744",0.884,55-74 years,Japan,47059,Silent,16402437,male,45.52,7466,2010
"5,700,098,114,744",0.884,35-54 years,Japan,47059,Generation X,17131261,male,42.91,7351,2010
"5,700,098,114,744",0.884,75+ years,Japan,47059,Silent,5345432,male,40.93,2188,2010
"5,700,098,114,744",0.884,25-34 years,Japan,47059,Generation X,7822984,male,32.51,2543,2010
"5,700,098,114,744",0.884,15-24 years,Japan,47059,Millenials,6324856,male,20.79,1315,2010
"5,700,098,114,744",0.884,75+ years,Japan,47059,Silent,8804107,female,19.15,1686,2010
"5,700,098,114,744",0.884,55-74 years,Japan,47059,Silent,17525806,female,16.43,2879,2010
"5,700,098,114,744",0.884,35-54 years,Japan,47059,Generation X,16781836,female,14.33,2404,2010
"5,700,098,114,744",0.884,25-34 years,Japan,47059,Generation X,7545642,female,13.36,1008,2010
"5,700,098,114,744",0.884,15-24 years,Japan,47059,Millenials,6008624,female,8.45,508,2010
"5,700,098,114,744",0.884,5-14 years,Japan,47059,Generation Z,5855595,male,0.72,42,2010
"5,700,098,114,744",0.884,5-14 years,Japan,47059,Generation Z,5578687,female,0.38,21,2010
"6,157,459,594,824",0.886,55-74 years,Japan,50919,Boomers,16343000,male,41.96,6858,2011
"6,157,459,594,824",0.886,35-54 years,Japan,50919,Generation X,17224000,male,40.5,6975,2011
"6,157,459,594,824",0.886,75+ years,Japan,50919,Silent,5570000,male,39.28,2188,2011
"6,157,459,594,824",0.886,25-34 years,Japan,50919,Millenials,7588000,male,31.68,2404,2011
"6,157,459,594,824",0.886,15-24 years,Japan,50919,Millenials,6246000,male,20.88,1304,2011
"6,157,459,594,824",0.886,75+ years,Japan,50919,Silent,9092000,female,19.29,1754,2011
"6,157,459,594,824",0.886,55-74 years,Japan,50919,Boomers,17447000,female,16.52,2883,2011
"6,157,459,594,824",0.886,35-54 years,Japan,50919,Generation X,16861000,female,15.41,2598,2011
"6,157,459,594,824",0.886,25-34 years,Japan,50919,Millenials,7314000,female,15.2,1112,2011
"6,157,459,594,824",0.886,15-24 years,Japan,50919,Millenials,5931000,female,10.39,616,2011
"6,157,459,594,824",0.886,5-14 years,Japan,50919,Generation Z,5792000,male,0.9,52,2011
"6,157,459,594,824",0.886,5-14 years,Japan,50919,Generation Z,5519000,female,0.4,22,2011
"6,203,213,121,334",0.888,75+ years,Japan,51379,Silent,5783000,male,39.11,2262,2012
"6,203,213,121,334",0.888,55-74 years,Japan,51379,Boomers,16254000,male,37.74,6134,2012
"6,203,213,121,334",0.888,35-54 years,Japan,51379,Generation X,17318000,male,37.03,6413,2012
"6,203,213,121,334",0.888,25-34 years,Japan,51379,Millenials,7384000,male,30.39,2244,2012
"6,203,213,121,334",0.888,15-24 years,Japan,51379,Millenials,6185000,male,20.92,1294,2012
"6,203,213,121,334",0.888,75+ years,Japan,51379,Silent,9362000,female,17.22,1612,2012
"6,203,213,121,334",0.888,55-74 years,Japan,51379,Boomers,17342000,female,15.2,2636,2012
"6,203,213,121,334",0.888,35-54 years,Japan,51379,Generation X,16937000,female,13.24,2242,2012
"6,203,213,121,334",0.888,25-34 years,Japan,51379,Millenials,7110000,female,13.09,931,2012
"6,203,213,121,334",0.888,15-24 years,Japan,51379,Millenials,5873000,female,8.43,495,2012
"6,203,213,121,334",0.888,5-14 years,Japan,51379,Generation Z,5729000,male,0.96,55,2012
"6,203,213,121,334",0.888,5-14 years,Japan,51379,Generation Z,5458000,female,0.37,20,2012
"5,155,717,056,271",0.89,75+ years,Japan,42781,Silent,5964000,male,39.6,2362,2013
"5,155,717,056,271",0.89,35-54 years,Japan,42781,Generation X,17367000,male,36.47,6333,2013
"5,155,717,056,271",0.89,55-74 years,Japan,42781,Boomers,16202000,male,36.46,5908,2013
"5,155,717,056,271",0.89,25-34 years,Japan,42781,Millenials,7186000,male,30.31,2178,2013
"5,155,717,056,271",0.89,15-24 years,Japan,42781,Millenials,6143000,male,20.22,1242,2013
"5,155,717,056,271",0.89,75+ years,Japan,42781,Silent,9588000,female,17.87,1713,2013
"5,155,717,056,271",0.89,55-74 years,Japan,42781,Boomers,17279000,female,15.07,2604,2013
"5,155,717,056,271",0.89,35-54 years,Japan,42781,Generation X,16974000,female,13.21,2242,2013
"5,155,717,056,271",0.89,25-34 years,Japan,42781,Millenials,6913000,female,12.3,850,2013
"5,155,717,056,271",0.89,15-24 years,Japan,42781,Millenials,5834000,female,8,467,2013
"5,155,717,056,271",0.89,5-14 years,Japan,42781,Generation Z,5666000,male,1.02,58,2013
"5,155,717,056,271",0.89,5-14 years,Japan,42781,Generation Z,5398000,female,0.63,34,2013
"4,850,413,536,038",0.891,75+ years,Japan,40328,Silent,6104000,male,36.93,2254,2014
"4,850,413,536,038",0.891,55-74 years,Japan,40328,Boomers,16213000,male,33.78,5477,2014
"4,850,413,536,038",0.891,35-54 years,Japan,40328,Generation X,17365000,male,32.88,5710,2014
"4,850,413,536,038",0.891,25-34 years,Japan,40328,Millenials,7007000,male,30.41,2131,2014
"4,850,413,536,038",0.891,15-24 years,Japan,40328,Millenials,6110000,male,19.31,1180,2014
"4,850,413,536,038",0.891,75+ years,Japan,40328,Silent,9761000,female,16.26,1587,2014
"4,850,413,536,038",0.891,55-74 years,Japan,40328,Boomers,17288000,female,14.53,2512,2014
"4,850,413,536,038",0.891,35-54 years,Japan,40328,Generation X,16959000,female,12.72,2158,2014
"4,850,413,536,038",0.891,25-34 years,Japan,40328,Millenials,6734000,female,12.09,814,2014
"4,850,413,536,038",0.891,15-24 years,Japan,40328,Millenials,5803000,female,7.44,432,2014
"4,850,413,536,038",0.891,5-14 years,Japan,40328,Generation Z,5596000,male,1.22,68,2014
"4,850,413,536,038",0.891,5-14 years,Japan,40328,Generation Z,5334000,female,0.64,34,2014
"4,394,977,752,878",,75+ years,Japan,36510,Silent,6289365,male,36.52,2297,2015
"4,394,977,752,878",,55-74 years,Japan,36510,Boomers,16239222,male,32.27,5241,2015
"4,394,977,752,878",,35-54 years,Japan,36510,Generation X,17461022,male,31.54,5507,2015
"4,394,977,752,878",,25-34 years,Japan,36510,Millenials,6862886,male,28.38,1948,2015
"4,394,977,752,878",,15-24 years,Japan,36510,Millenials,6088330,male,17.92,1091,2015
"4,394,977,752,878",,75+ years,Japan,36510,Silent,9983066,female,15.12,1509,2015
"4,394,977,752,878",,55-74 years,Japan,36510,Boomers,17232482,female,13.3,2292,2015
"4,394,977,752,878",,35-54 years,Japan,36510,Generation X,16991218,female,11.91,2024,2015
"4,394,977,752,878",,25-34 years,Japan,36510,Millenials,6614211,female,10.36,685,2015
"4,394,977,752,878",,15-24 years,Japan,36510,Millenials,5772938,female,7.07,408,2015
"4,394,977,752,878",,5-14 years,Japan,36510,Generation Z,5553851,male,1.12,62,2015
"4,394,977,752,878",,5-14 years,Japan,36510,Generation Z,5287719,female,0.53,28,2015
"26,932,728,899",0.69,75+ years,Kazakhstan,1823,G.I. Generation,102200,male,80.23,82,1990
"26,932,728,899",0.69,35-54 years,Kazakhstan,1823,Silent,1735100,male,53.31,925,1990
"26,932,728,899",0.69,55-74 years,Kazakhstan,1823,G.I. Generation,706400,male,50.4,356,1990
"26,932,728,899",0.69,25-34 years,Kazakhstan,1823,Boomers,1455200,male,41.37,602,1990
"26,932,728,899",0.69,75+ years,Kazakhstan,1823,G.I. Generation,291100,female,29.2,85,1990
"26,932,728,899",0.69,15-24 years,Kazakhstan,1823,Generation X,1425100,male,26.31,375,1990
"26,932,728,899",0.69,55-74 years,Kazakhstan,1823,G.I. Generation,1060900,female,17.72,188,1990
"26,932,728,899",0.69,15-24 years,Kazakhstan,1823,Generation X,1338900,female,12.7,170,1990
"26,932,728,899",0.69,35-54 years,Kazakhstan,1823,Silent,1845400,female,12.19,225,1990
"26,932,728,899",0.69,25-34 years,Kazakhstan,1823,Boomers,1453700,female,7.15,104,1990
"26,932,728,899",0.69,5-14 years,Kazakhstan,1823,Generation X,1698000,male,3.12,53,1990
"26,932,728,899",0.69,5-14 years,Kazakhstan,1823,Generation X,1661900,female,0.42,7,1990
"24,881,135,586",,75+ years,Kazakhstan,1664,G.I. Generation,101600,male,72.83,74,1991
"24,881,135,586",,35-54 years,Kazakhstan,1664,Boomers,1769600,male,48.94,866,1991
"24,881,135,586",,55-74 years,Kazakhstan,1664,Silent,741600,male,47.73,354,1991
"24,881,135,586",,25-34 years,Kazakhstan,1664,Boomers,1441200,male,43.09,621,1991
"24,881,135,586",,75+ years,Kazakhstan,1664,G.I. Generation,294600,female,30.89,91,1991
"24,881,135,586",,15-24 years,Kazakhstan,1664,Generation X,1438500,male,28.15,405,1991
"24,881,135,586",,55-74 years,Kazakhstan,1664,Silent,1093000,female,15.19,166,1991
"24,881,135,586",,15-24 years,Kazakhstan,1664,Generation X,1351900,female,10.28,139,1991
"24,881,135,586",,35-54 years,Kazakhstan,1664,Boomers,1877800,female,9.85,185,1991
"24,881,135,586",,25-34 years,Kazakhstan,1664,Boomers,1438900,female,7.23,104,1991
"24,881,135,586",,5-14 years,Kazakhstan,1664,Millenials,1721900,male,3.83,66,1991
"24,881,135,586",,5-14 years,Kazakhstan,1664,Millenials,1682200,female,0.65,11,1991
"24,906,939,560",,75+ years,Kazakhstan,1644,G.I. Generation,101800,male,62.87,64,1992
"24,906,939,560",,35-54 years,Kazakhstan,1644,Boomers,1794700,male,51.54,925,1992
"24,906,939,560",,55-74 years,Kazakhstan,1644,Silent,785400,male,49.66,390,1992
"24,906,939,560",,25-34 years,Kazakhstan,1644,Boomers,1421100,male,47.57,676,1992
"24,906,939,560",,15-24 years,Kazakhstan,1644,Generation X,1459100,male,31.05,453,1992
"24,906,939,560",,75+ years,Kazakhstan,1644,G.I. Generation,298600,female,28.13,84,1992
"24,906,939,560",,55-74 years,Kazakhstan,1644,Silent,1132100,female,17.14,194,1992
"24,906,939,560",,35-54 years,Kazakhstan,1644,Boomers,1900200,female,11.42,217,1992
"24,906,939,560",,15-24 years,Kazakhstan,1644,Generation X,1385000,female,10.4,144,1992
"24,906,939,560",,25-34 years,Kazakhstan,1644,Boomers,1414300,female,9.33,132,1992
"24,906,939,560",,5-14 years,Kazakhstan,1644,Millenials,1751600,male,3.6,63,1992
"24,906,939,560",,5-14 years,Kazakhstan,1644,Millenials,1706200,female,0.82,14,1992
"23,409,027,476",,75+ years,Kazakhstan,1527,G.I. Generation,103700,male,74.25,77,1993
"23,409,027,476",,55-74 years,Kazakhstan,1527,Silent,830100,male,65.65,545,1993
"23,409,027,476",,35-54 years,Kazakhstan,1527,Boomers,1825900,male,62.76,1146,1993
"23,409,027,476",,25-34 years,Kazakhstan,1527,Boomers,1395600,male,55.32,772,1993
"23,409,027,476",,15-24 years,Kazakhstan,1527,Generation X,1474700,male,38.92,574,1993
"23,409,027,476",,75+ years,Kazakhstan,1527,G.I. Generation,308200,female,22.39,69,1993
"23,409,027,476",,55-74 years,Kazakhstan,1527,Silent,1173100,female,19.52,229,1993
"23,409,027,476",,15-24 years,Kazakhstan,1527,Generation X,1407100,female,12.29,173,1993
"23,409,027,476",,35-54 years,Kazakhstan,1527,Boomers,1929300,female,11.35,219,1993
"23,409,027,476",,25-34 years,Kazakhstan,1527,Boomers,1383000,female,8.6,119,1993
"23,409,027,476",,5-14 years,Kazakhstan,1527,Millenials,1774700,male,4.28,76,1993
"23,409,027,476",,5-14 years,Kazakhstan,1527,Millenials,1726000,female,1.16,20,1993
"21,250,839,258",,75+ years,Kazakhstan,1395,G.I. Generation,90300,male,104.1,94,1994
"21,250,839,258",,55-74 years,Kazakhstan,1395,Silent,853800,male,70.16,599,1994
"21,250,839,258",,35-54 years,Kazakhstan,1395,Boomers,1861800,male,66.92,1246,1994
"21,250,839,258",,25-34 years,Kazakhstan,1395,Boomers,1342400,male,54.75,735,1994
"21,250,839,258",,15-24 years,Kazakhstan,1395,Generation X,1442200,male,36.06,520,1994
"21,250,839,258",,75+ years,Kazakhstan,1395,G.I. Generation,288000,female,31.6,91,1994
"21,250,839,258",,55-74 years,Kazakhstan,1395,Silent,1201100,female,16.48,198,1994
"21,250,839,258",,15-24 years,Kazakhstan,1395,Generation X,1332400,female,11.18,149,1994
"21,250,839,258",,35-54 years,Kazakhstan,1395,Boomers,1965300,female,10.07,198,1994
"21,250,839,258",,25-34 years,Kazakhstan,1395,Boomers,1327200,female,9.64,128,1994
"21,250,839,258",,5-14 years,Kazakhstan,1395,Millenials,1784600,male,2.8,50,1994
"21,250,839,258",,5-14 years,Kazakhstan,1395,Millenials,1740500,female,0.92,16,1994
"20,374,307,047",0.664,75+ years,Kazakhstan,1359,G.I. Generation,86400,male,87.96,76,1995
"20,374,307,047",0.664,55-74 years,Kazakhstan,1359,Silent,859800,male,85.72,737,1995
"20,374,307,047",0.664,35-54 years,Kazakhstan,1359,Boomers,1791600,male,85.01,1523,1995
"20,374,307,047",0.664,25-34 years,Kazakhstan,1359,Generation X,1311800,male,67.62,887,1995
"20,374,307,047",0.664,15-24 years,Kazakhstan,1359,Generation X,1455600,male,42.73,622,1995
"20,374,307,047",0.664,75+ years,Kazakhstan,1359,G.I. Generation,267600,female,32.14,86,1995
"20,374,307,047",0.664,55-74 years,Kazakhstan,1359,Silent,1205800,female,17.25,208,1995
"20,374,307,047",0.664,35-54 years,Kazakhstan,1359,Boomers,1901900,female,11.36,216,1995
"20,374,307,047",0.664,15-24 years,Kazakhstan,1359,Generation X,1412600,female,10.26,145,1995
"20,374,307,047",0.664,25-34 years,Kazakhstan,1359,Generation X,1271500,female,10.22,130,1995
"20,374,307,047",0.664,5-14 years,Kazakhstan,1359,Millenials,1736100,male,3.51,61,1995
"20,374,307,047",0.664,5-14 years,Kazakhstan,1359,Millenials,1688900,female,0.89,15,1995
"21,035,357,833",,35-54 years,Kazakhstan,1452,Boomers,1753600,male,92.95,1630,1996
"21,035,357,833",,55-74 years,Kazakhstan,1452,Silent,836900,male,87.35,731,1996
"21,035,357,833",,75+ years,Kazakhstan,1452,G.I. Generation,80400,male,79.6,64,1996
"21,035,357,833",,25-34 years,Kazakhstan,1452,Generation X,1243300,male,70.7,879,1996
"21,035,357,833",,15-24 years,Kazakhstan,1452,Generation X,1405800,male,45.17,635,1996
"21,035,357,833",,75+ years,Kazakhstan,1452,G.I. Generation,251800,female,21.45,54,1996
"21,035,357,833",,55-74 years,Kazakhstan,1452,Silent,1173100,female,17.99,211,1996
"21,035,357,833",,35-54 years,Kazakhstan,1452,Boomers,1858300,female,12,223,1996
"21,035,357,833",,15-24 years,Kazakhstan,1452,Generation X,1381300,female,11.44,158,1996
"21,035,357,833",,25-34 years,Kazakhstan,1452,Generation X,1187600,female,10.19,121,1996
"21,035,357,833",,5-14 years,Kazakhstan,1452,Millenials,1682200,male,3.39,57,1996
"21,035,357,833",,5-14 years,Kazakhstan,1452,Millenials,1633400,female,0.61,10,1996
"22,165,932,063",,55-74 years,Kazakhstan,1540,Silent,822400,male,89.98,740,1997
"22,165,932,063",,35-54 years,Kazakhstan,1540,Boomers,1766200,male,89.29,1577,1997
"22,165,932,063",,25-34 years,Kazakhstan,1540,Generation X,1217700,male,66.52,810,1997
"22,165,932,063",,75+ years,Kazakhstan,1540,G.I. Generation,78400,male,63.78,50,1997
"22,165,932,063",,15-24 years,Kazakhstan,1540,Generation X,1401300,male,46.46,651,1997
"22,165,932,063",,75+ years,Kazakhstan,1540,G.I. Generation,247700,female,23.82,59,1997
"22,165,932,063",,55-74 years,Kazakhstan,1540,Silent,1153000,female,14.22,164,1997
"22,165,932,063",,15-24 years,Kazakhstan,1540,Generation X,1388400,female,12.6,175,1997
"22,165,932,063",,35-54 years,Kazakhstan,1540,Boomers,1871000,female,11.54,216,1997
"22,165,932,063",,25-34 years,Kazakhstan,1540,Generation X,1152200,female,11.37,131,1997
"22,165,932,063",,5-14 years,Kazakhstan,1540,Millenials,1673300,male,3.17,53,1997
"22,165,932,063",,5-14 years,Kazakhstan,1540,Millenials,1623000,female,0.99,16,1997
"22,135,245,413",,55-74 years,Kazakhstan,1599,Silent,762500,male,90.75,692,1998
"22,135,245,413",,35-54 years,Kazakhstan,1599,Boomers,1724400,male,84.61,1459,1998
"22,135,245,413",,75+ years,Kazakhstan,1599,G.I. Generation,74500,male,77.85,58,1998
"22,135,245,413",,25-34 years,Kazakhstan,1599,Generation X,1145900,male,63.44,727,1998
"22,135,245,413",,15-24 years,Kazakhstan,1599,Generation X,1343300,male,44.22,594,1998
"22,135,245,413",,75+ years,Kazakhstan,1599,G.I. Generation,241200,female,26.12,63,1998
"22,135,245,413",,55-74 years,Kazakhstan,1599,Silent,1090300,female,14.67,160,1998
"22,135,245,413",,25-34 years,Kazakhstan,1599,Generation X,1103400,female,12.51,138,1998
"22,135,245,413",,15-24 years,Kazakhstan,1599,Generation X,1353400,female,11.23,152,1998
"22,135,245,413",,35-54 years,Kazakhstan,1599,Boomers,1863700,female,11,205,1998
"22,135,245,413",,5-14 years,Kazakhstan,1599,Millenials,1585500,male,3.41,54,1998
"22,135,245,413",,5-14 years,Kazakhstan,1599,Millenials,1556100,female,0.71,11,1998
"16,870,817,135",,55-74 years,Kazakhstan,1225,Silent,727800,male,77.91,567,1999
"16,870,817,135",,35-54 years,Kazakhstan,1225,Boomers,1761800,male,75.55,1331,1999
"16,870,817,135",,75+ years,Kazakhstan,1225,G.I. Generation,75400,male,72.94,55,1999
